date,EZU,EEM
2010-01-04,38.48,42.71
2010-01-05,38.60,43.02
2010-01-06,38.76,43.11
2010-01-07,38.58,42.86
2010-01-08,38.91,43.20
2010-01-11,39.16,43.11
2010-01-12,38.59,42.42
2010-01-13,38.87,42.55
2010-01-14,38.95,42.44
2010-01-15,37.95,41.95
2010-01-19,38.35,42.80
2010-01-20,37.18,41.77
2010-01-21,36.02,40.51
2010-01-22,35.33,39.61
2010-01-25,35.81,39.90
2010-01-26,35.67,39.07
2010-01-27,35.57,38.97
2010-01-28,34.79,38.70
2010-01-29,34.49,38.28
2010-02-01,35.17,39.31
2010-02-02,36.03,39.63
2010-02-03,35.35,39.40
2010-02-04,33.50,37.62
2010-02-05,32.86,37.20
2010-02-08,32.53,36.83
2010-02-09,33.77,38.03
2010-02-10,33.58,37.93
2010-02-11,33.52,38.93
2010-02-12,33.11,38.44
2010-02-16,34.06,39.43
2010-02-17,33.95,39.57
2010-02-18,34.20,39.72
2010-02-19,34.10,39.38
2010-02-22,34.04,39.43
2010-02-23,33.40,38.52
2010-02-24,33.51,38.89
2010-02-25,33.17,38.57
2010-02-26,33.46,38.96
2010-03-01,33.86,39.62
2010-03-02,34.29,40.07
2010-03-03,34.73,40.12
2010-03-04,34.64,39.91
2010-03-05,35.50,40.95
2010-03-08,35.46,40.98
2010-03-09,35.43,41.21
2010-03-10,35.65,41.50
2010-03-11,35.82,41.51
2010-03-12,35.98,41.37
2010-03-15,35.76,41.07
2010-03-16,36.24,41.60
2010-03-17,36.35,42.05
2010-03-18,36.01,41.73
2010-03-19,35.58,41.19
2010-03-22,35.50,41.34
2010-03-23,35.75,41.63
2010-03-24,35.05,41.01
2010-03-25,35.27,40.90
2010-03-26,35.69,41.10
2010-03-29,35.98,41.84
2010-03-30,35.83,42.00
2010-03-31,35.93,42.12
2010-04-01,36.58,43.22
2010-04-05,36.65,43.61
2010-04-06,36.43,43.74
2010-04-07,35.96,43.36
2010-04-08,35.90,43.51
2010-04-09,36.55,43.78
2010-04-12,36.92,43.43
2010-04-13,36.94,43.34
2010-04-14,37.34,43.98
2010-04-15,37.16,43.74
2010-04-16,36.23,42.46
2010-04-19,36.10,42.29
2010-04-20,36.49,42.79
2010-04-21,36.06,42.65
2010-04-22,35.56,42.83
2010-04-23,35.89,43.06
2010-04-26,35.75,43.06
2010-04-27,33.90,41.52
2010-04-28,33.63,41.87
2010-04-29,34.32,42.56
2010-04-30,34.15,42.05
2010-05-03,34.30,42.28
2010-05-04,32.65,40.34
2010-05-05,31.68,39.61
2010-05-06,29.85,37.99
2010-05-07,29.69,38.19
2010-05-10,32.52,40.94
2010-05-11,32.00,40.20
2010-05-12,32.48,40.70
2010-05-13,31.92,40.32
2010-05-14,30.56,39.49
2010-05-17,30.79,39.25
2010-05-18,30.13,38.43
2010-05-19,30.51,38.06
2010-05-20,29.45,36.17
2010-05-21,30.38,37.34
2010-05-24,29.38,36.95
2010-05-25,29.22,36.55
2010-05-26,28.48,36.53
2010-05-27,30.50,38.74
2010-05-28,29.84,38.10
2010-06-01,29.36,37.40
2010-06-02,30.38,38.71
2010-06-03,30.20,38.57
2010-06-04,28.48,37.20
2010-06-07,28.14,36.62
2010-06-08,28.46,37.46
2010-06-09,28.50,37.26
2010-06-10,29.94,38.56
2010-06-11,30.19,38.76
2010-06-14,30.52,38.77
2010-06-15,31.79,39.94
2010-06-16,31.56,39.94
2010-06-17,31.76,39.74
2010-06-18,31.79,39.92
2010-06-21,31.67,40.61
2010-06-22,31.25,39.83
2010-06-23,30.79,39.67
2010-06-24,30.08,38.97
2010-06-25,30.19,39.43
2010-06-28,29.97,39.16
2010-06-29,28.70,37.57
2010-06-30,28.55,37.32
2010-07-01,29.25,37.59
2010-07-02,29.11,37.75
2010-07-06,29.79,38.45
2010-07-07,30.97,39.30
2010-07-08,31.30,39.49
2010-07-09,31.28,39.97
2010-07-12,31.10,39.65
2010-07-13,31.93,40.11
2010-07-14,31.93,40.03
2010-07-15,32.26,39.84
2010-07-16,31.28,38.65
2010-07-19,31.58,39.16
2010-07-20,31.52,40.08
2010-07-21,30.81,39.67
2010-07-22,32.24,40.87
2010-07-23,32.56,41.15
2010-07-26,32.94,41.43
2010-07-27,33.12,41.36
2010-07-28,32.89,41.13
2010-07-29,32.98,41.20
2010-07-30,32.84,41.40
2010-08-02,34.23,42.47
2010-08-03,34.24,42.27
2010-08-04,34.23,42.33
2010-08-05,34.16,42.14
2010-08-06,34.18,42.08
2010-08-09,34.25,42.30
2010-08-10,33.91,41.72
2010-08-11,32.06,40.39
2010-08-12,31.87,40.46
2010-08-13,31.62,40.68
2010-08-16,31.72,41.06
2010-08-17,32.31,41.49
2010-08-18,32.23,41.46
2010-08-19,31.50,41.14
2010-08-20,30.96,41.02
2010-08-23,30.89,40.65
2010-08-24,30.40,40.13
2010-08-25,30.37,39.87
2010-08-26,30.28,39.62
2010-08-27,30.98,40.49
2010-08-30,30.33,39.82
2010-08-31,30.55,40.06
2010-09-01,31.81,41.47
2010-09-02,32.16,41.54
2010-09-03,32.54,42.03
2010-09-07,31.72,41.42
2010-09-08,31.93,41.87
2010-09-09,32.17,42.11
2010-09-10,32.38,42.26
2010-09-13,33.12,43.27
2010-09-14,33.42,43.25
2010-09-15,33.49,43.31
2010-09-16,33.52,43.09
2010-09-17,33.21,43.02
2010-09-20,33.80,43.70
2010-09-21,34.03,43.57
2010-09-22,34.10,43.60
2010-09-23,33.54,43.32
2010-09-24,34.80,44.12
2010-09-27,34.50,44.04
2010-09-28,34.86,44.36
2010-09-29,34.71,44.51
2010-09-30,34.63,44.77
2010-10-01,34.89,45.43
2010-10-04,34.31,45.29
2010-10-05,35.55,46.11
2010-10-06,35.82,46.09
2010-10-07,35.86,45.68
2010-10-08,36.00,46.23
2010-10-11,35.82,46.20
2010-10-12,35.96,46.01
2010-10-13,36.59,46.86
2010-10-14,36.92,46.78
2010-10-15,36.78,46.72
2010-10-18,38.00,46.74
2010-10-19,35.96,45.26
2010-10-20,36.79,45.98
2010-10-21,36.87,45.98
2010-10-22,37.05,46.03
2010-10-25,37.15,46.53
2010-10-26,36.80,46.49
2010-10-27,36.35,45.70
2010-10-28,36.77,45.99
2010-10-29,36.73,46.12
2010-11-01,36.40,46.63
2010-11-02,37.17,47.21
2010-11-03,37.31,47.50
2010-11-04,37.97,48.58
2010-11-05,37.46,48.49
2010-11-08,37.12,48.29
2010-11-09,36.78,47.68
2010-11-10,36.70,48.03
2010-11-11,36.12,47.56
2010-11-12,35.93,46.41
2010-11-15,35.92,46.39
2010-11-16,35.05,45.17
2010-11-17,35.32,45.40
2010-11-18,36.18,46.48
2010-11-19,36.41,46.51
2010-11-22,35.82,46.37
2010-11-23,34.43,44.90
2010-11-24,34.70,45.94
2010-11-26,34.05,44.80
2010-11-29,33.31,45.15
2010-11-30,32.66,44.78
2010-12-01,33.90,46.06
2010-12-02,34.79,46.97
2010-12-03,35.30,47.14
2010-12-06,34.84,47.06
2010-12-07,35.10,46.84
2010-12-08,35.34,46.54
2010-12-09,35.38,46.38
2010-12-10,35.44,46.59
2010-12-13,35.89,46.89
2010-12-14,35.87,46.96
2010-12-15,35.19,46.20
2010-12-16,35.40,46.33
2010-12-17,35.15,46.40
2010-12-20,35.12,46.19
2010-12-21,35.16,46.50
2010-12-22,35.14,46.66
2010-12-23,35.11,46.61
2010-12-27,34.81,46.46
2010-12-28,34.71,46.50
2010-12-29,35.02,47.07
2010-12-30,34.87,47.31
2010-12-31,35.27,47.64
2011-01-03,35.47,48.10
2011-01-04,35.40,48.32
2011-01-05,35.05,48.20
2011-01-06,34.48,47.69
2011-01-07,34.10,47.25
2011-01-10,33.79,46.76
2011-01-11,34.11,47.26
2011-01-12,35.45,48.21
2011-01-13,35.99,47.79
2011-01-14,36.50,47.93
2011-01-18,36.69,47.86
2011-01-19,36.64,47.49
2011-01-20,36.72,46.97
2011-01-21,37.32,46.48
2011-01-24,37.59,46.84
2011-01-25,37.53,46.56
2011-01-26,37.63,46.97
2011-01-27,38.09,46.81
2011-01-28,37.04,45.33
2011-01-31,37.51,45.81
2011-02-01,38.57,46.92
2011-02-02,38.35,46.57
2011-02-03,38.04,46.51
2011-02-04,37.91,46.50
2011-02-07,38.10,46.56
2011-02-08,38.49,46.58
2011-02-09,38.72,45.51
2011-02-10,38.24,45.08
2011-02-11,38.19,45.63
2011-02-14,38.02,45.40
2011-02-15,37.97,45.49
2011-02-16,38.44,45.87
2011-02-17,38.64,46.03
2011-02-18,38.80,46.31
2011-02-22,37.60,44.83
2011-02-23,37.63,44.87
2011-02-24,37.71,44.98
2011-02-25,38.13,45.52
2011-02-28,38.61,45.79
2011-03-01,37.90,45.32
2011-03-02,38.16,45.94
2011-03-03,38.76,46.85
2011-03-04,38.27,46.90
2011-03-07,38.12,46.24
2011-03-08,38.20,46.86
2011-03-09,38.18,46.95
2011-03-10,37.32,45.56
2011-03-11,37.50,46.03
2011-03-14,37.35,46.30
2011-03-15,36.49,45.53
2011-03-16,35.14,44.60
2011-03-17,36.36,45.15
2011-03-18,36.90,45.23
2011-03-21,38.03,46.10
2011-03-22,37.78,46.24
2011-03-23,37.73,46.85
2011-03-24,38.58,47.39
2011-03-25,38.18,47.34
2011-03-28,38.19,47.10
2011-03-29,38.44,47.64
2011-03-30,38.83,48.25
2011-03-31,38.74,48.67
2011-04-01,39.18,49.45
2011-04-04,39.32,49.87
2011-04-05,39.31,49.77
2011-04-06,39.84,50.04
2011-04-07,39.68,49.99
2011-04-08,39.99,50.04
2011-04-11,39.87,49.45
2011-04-12,39.57,48.52
2011-04-13,39.58,48.92
2011-04-14,39.65,49.07
2011-04-15,39.45,49.13
2011-04-18,38.23,47.90
2011-04-19,38.56,48.59
2011-04-20,39.76,49.74
2011-04-21,40.03,50.18
2011-04-25,40.21,49.77
2011-04-26,40.64,50.20
2011-04-27,41.50,50.11
2011-04-28,41.74,49.70
2011-04-29,41.83,50.00
2011-05-02,41.80,50.01
2011-05-03,41.66,48.90
2011-05-04,41.18,48.09
2011-05-05,40.02,47.63
2011-05-06,39.69,48.25
2011-05-09,39.79,48.34
2011-05-10,40.39,48.91
2011-05-11,39.55,47.83
2011-05-12,39.76,47.97
2011-05-13,38.96,46.92
2011-05-16,38.95,46.85
2011-05-17,38.99,47.00
2011-05-18,39.21,47.76
2011-05-19,39.78,47.45
2011-05-20,38.77,47.07
2011-05-23,37.85,46.09
2011-05-24,37.99,46.55
2011-05-25,38.21,46.65
2011-05-26,38.41,47.25
2011-05-27,38.67,47.75
2011-05-31,39.84,48.53
2011-06-01,38.70,47.66
2011-06-02,39.10,48.11
2011-06-03,39.43,47.87
2011-06-06,38.68,47.10
2011-06-07,39.18,47.47
2011-06-08,38.48,47.13
2011-06-09,39.01,47.50
2011-06-10,37.80,46.47
2011-06-13,37.91,46.39
2011-06-14,38.74,47.09
2011-06-15,37.15,46.08
2011-06-16,37.11,45.73
2011-06-17,37.91,45.79
2011-06-20,37.79,45.72
2011-06-21,38.79,46.56
2011-06-22,37.52,45.64
2011-06-23,36.98,45.58
2011-06-24,36.20,45.50
2011-06-27,36.69,46.03
2011-06-28,37.31,46.66
2011-06-29,38.07,47.09
2011-06-30,38.83,47.60
2011-07-01,39.28,48.16
2011-07-05,38.70,48.14
2011-07-06,38.24,47.82
2011-07-07,38.59,48.48
2011-07-08,37.64,47.93
2011-07-11,35.77,46.59
2011-07-12,35.46,46.12
2011-07-13,36.06,46.87
2011-07-14,35.79,46.37
2011-07-15,35.81,46.66
2011-07-18,35.19,46.12
2011-07-19,35.71,46.79
2011-07-20,36.31,46.93
2011-07-21,37.52,47.68
2011-07-22,37.61,47.65
2011-07-25,37.25,47.55
2011-07-26,37.40,47.71
2011-07-27,36.29,46.87
2011-07-28,35.89,46.91
2011-07-29,35.90,47.11
2011-08-01,35.02,47.07
2011-08-02,33.63,45.62
2011-08-03,33.97,45.46
2011-08-04,31.36,42.86
2011-08-05,32.47,42.58
2011-08-08,29.48,39.03
2011-08-09,31.31,41.32
2011-08-10,28.98,39.13
2011-08-11,30.36,41.29
2011-08-12,31.30,41.27
2011-08-15,32.24,42.23
2011-08-16,31.52,41.87
2011-08-17,31.62,42.17
2011-08-18,29.87,40.18
2011-08-19,29.17,39.68
2011-08-22,29.47,39.64
2011-08-23,30.51,41.03
2011-08-24,30.72,40.63
2011-08-25,29.92,39.84
2011-08-26,30.27,40.52
2011-08-29,31.15,41.83
2011-08-30,30.91,41.89
2011-08-31,31.52,42.75
2011-09-01,30.92,42.52
2011-09-02,29.86,41.56
2011-09-06,28.41,41.13
2011-09-07,29.43,42.35
2011-09-08,28.70,41.41
2011-09-09,27.19,40.01
2011-09-12,26.78,39.93
2011-09-13,27.11,39.99
2011-09-14,28.02,39.88
2011-09-15,29.05,40.46
2011-09-16,28.91,40.53
2011-09-19,27.93,39.33
2011-09-20,27.99,39.04
2011-09-21,27.12,37.59
2011-09-22,26.07,34.95
2011-09-23,26.40,35.88
2011-09-26,27.22,36.42
2011-09-27,28.17,37.58
2011-09-28,27.69,36.45
2011-09-29,28.57,36.95
2011-09-30,27.32,35.10
2011-10-03,26.16,34.36
2011-10-04,26.86,34.89
2011-10-05,27.56,35.70
2011-10-06,28.57,36.88
2011-10-07,28.30,36.44
2011-10-10,29.74,38.07
2011-10-11,29.65,38.09
2011-10-12,30.56,39.16
2011-10-13,30.40,38.81
2011-10-14,30.85,39.59
2011-10-17,29.68,38.25
2011-10-18,30.32,39.27
2011-10-19,29.71,38.52
2011-10-20,29.59,37.78
2011-10-21,30.65,38.86
2011-10-24,31.08,40.38
2011-10-25,30.49,39.58
2011-10-26,30.93,40.31
2011-10-27,33.24,42.76
2011-10-28,32.77,42.40
2011-10-31,30.77,40.81
2011-11-01,29.15,39.82
2011-11-02,29.56,41.04
2011-11-03,30.80,41.46
2011-11-04,29.94,41.19
2011-11-07,30.02,41.54
2011-11-08,30.62,42.03
2011-11-09,28.46,39.57
2011-11-10,29.04,39.83
2011-11-11,30.12,40.79
2011-11-14,29.27,40.23
2011-11-15,29.00,40.48
2011-11-16,28.43,39.39
2011-11-17,28.04,38.39
2011-11-18,28.31,38.54
2011-11-21,27.45,37.30
2011-11-22,27.21,37.43
2011-11-23,26.27,36.22
2011-11-25,26.09,36.10
2011-11-28,27.66,37.83
2011-11-29,27.82,37.66
2011-11-30,29.47,40.01
2011-12-01,29.21,39.89
2011-12-02,29.19,39.77
2011-12-05,29.56,40.42
2011-12-06,29.55,39.87
2011-12-07,29.64,40.03
2011-12-08,28.34,38.59
2011-12-09,29.22,39.37
2011-12-12,28.00,37.89
2011-12-13,27.26,37.54
2011-12-14,26.87,37.00
2011-12-15,27.02,37.24
2011-12-16,26.83,37.52
2011-12-19,26.70,36.55
2011-12-20,27.60,37.72
2011-12-21,27.37,37.84
2011-12-22,27.74,38.34
2011-12-23,27.87,38.49
2011-12-27,27.80,38.12
2011-12-28,27.21,37.48
2011-12-29,27.81,37.91
2011-12-30,27.90,37.94
2012-01-03,28.85,39.10
2012-01-04,28.37,38.88
2012-01-05,27.76,38.71
2012-01-06,27.30,38.22
2012-01-09,27.51,38.62
2012-01-10,28.05,39.46
2012-01-11,27.96,39.49
2012-01-12,28.33,39.65
2012-01-13,27.73,39.29
2012-01-17,28.40,40.04
2012-01-18,28.98,41.05
2012-01-19,29.56,41.41
2012-01-20,29.54,41.38
2012-01-23,29.82,41.78
2012-01-24,29.66,41.84
2012-01-25,30.06,42.31
2012-01-26,30.18,42.14
2012-01-27,30.23,42.36
2012-01-30,29.72,41.75
2012-01-31,29.87,42.11
2012-02-01,30.51,43.04
2012-02-02,30.64,43.16
2012-02-03,31.16,43.88
2012-02-06,30.91,43.51
2012-02-07,31.25,43.60
2012-02-08,31.48,43.91
2012-02-09,31.58,43.89
2012-02-10,30.80,42.92
2012-02-13,31.03,43.62
2012-02-14,30.73,43.26
2012-02-15,30.55,43.38
2012-02-16,31.01,43.85
2012-02-17,31.36,43.93
2012-02-21,31.58,43.75
2012-02-22,31.36,43.83
2012-02-23,31.61,43.75
2012-02-24,31.91,44.19
2012-02-27,31.65,43.75
2012-02-28,31.95,44.36
2012-02-29,31.51,44.33
2012-03-01,32.05,44.75
2012-03-02,31.69,44.64
2012-03-05,31.61,43.87
2012-03-06,30.14,42.40
2012-03-07,30.63,42.91
2012-03-08,31.61,43.81
2012-03-09,31.27,43.79
2012-03-12,31.37,43.31
2012-03-13,31.86,44.49
2012-03-14,31.69,43.79
2012-03-15,32.15,44.14
2012-03-16,32.38,44.09
2012-03-19,32.60,43.92
2012-03-20,32.25,43.16
2012-03-21,32.01,43.24
2012-03-22,31.55,42.58
2012-03-23,31.80,42.90
2012-03-26,32.37,43.65
2012-03-27,31.90,43.42
2012-03-28,31.57,42.69
2012-03-29,31.22,42.64
2012-03-30,31.55,42.95
2012-04-02,31.91,43.54
2012-04-03,31.08,43.29
2012-04-04,30.17,42.51
2012-04-05,29.85,42.74
2012-04-09,29.67,42.11
2012-04-10,28.90,41.29
2012-04-11,29.39,41.74
2012-04-12,29.91,42.81
2012-04-13,28.96,42.16
2012-04-16,29.30,41.95
2012-04-17,29.91,42.43
2012-04-18,29.40,42.23
2012-04-19,28.98,42.04
2012-04-20,29.35,42.33
2012-04-23,28.62,41.52
2012-04-24,28.95,41.61
2012-04-25,29.67,41.99
2012-04-26,29.87,42.25
2012-04-27,30.09,42.31
2012-04-30,29.78,42.22
2012-05-01,30.01,42.50
2012-05-02,29.57,42.42
2012-05-03,29.23,42.10
2012-05-04,28.75,41.36
2012-05-07,29.08,41.51
2012-05-08,28.69,40.85
2012-05-09,28.17,40.32
2012-05-10,28.38,40.49
2012-05-11,28.31,39.97
2012-05-14,27.60,39.06
2012-05-15,27.06,38.72
2012-05-16,26.89,38.17
2012-05-17,26.55,37.65
2012-05-18,26.58,37.29
2012-05-21,27.23,38.18
2012-05-22,27.08,37.78
2012-05-23,26.79,37.52
2012-05-24,26.44,37.33
2012-05-25,26.46,37.15
2012-05-29,26.66,38.20
2012-05-30,25.85,37.54
2012-05-31,25.94,37.70
2012-06-01,25.21,36.69
2012-06-04,25.54,36.85
2012-06-05,25.61,36.95
2012-06-06,26.50,38.03
2012-06-07,26.44,38.26
2012-06-08,26.45,37.93
2012-06-11,26.08,37.38
2012-06-12,26.43,38.16
2012-06-13,26.25,38.02
2012-06-14,26.58,38.29
2012-06-15,27.08,38.99
2012-06-18,26.72,39.07
2012-06-19,27.40,39.70
2012-06-20,27.65,39.57
2012-06-21,26.14,37.67
2012-06-22,26.41,37.79
2012-06-25,25.57,37.09
2012-06-26,25.57,37.41
2012-06-27,25.88,37.65
2012-06-28,25.88,37.47
2012-06-29,27.45,39.13
2012-07-02,27.61,39.13
2012-07-03,27.87,39.91
2012-07-05,27.03,39.49
2012-07-06,26.34,38.77
2012-07-09,26.35,38.63
2012-07-10,26.16,38.20
2012-07-11,26.28,38.40
2012-07-12,26.01,37.76
2012-07-13,26.44,38.49
2012-07-16,26.42,38.40
2012-07-17,26.62,38.91
2012-07-18,26.84,38.81
2012-07-19,27.07,39.17
2012-07-20,26.18,38.59
2012-07-23,25.46,37.58
2012-07-24,24.99,37.42
2012-07-25,25.26,37.60
2012-07-26,26.48,38.45
2012-07-27,27.46,39.53
2012-07-30,27.34,39.30
2012-07-31,27.18,39.12
2012-08-01,27.15,39.19
2012-08-02,26.32,38.73
2012-08-03,27.87,39.93
2012-08-06,28.22,40.18
2012-08-07,28.60,40.29
2012-08-08,28.46,40.37
2012-08-09,28.32,40.54
2012-08-10,28.35,40.73
2012-08-13,28.28,40.37
2012-08-14,28.33,40.36
2012-08-15,28.29,40.30
2012-08-16,28.83,40.67
2012-08-17,28.97,40.47
2012-08-20,28.90,40.45
2012-08-21,29.30,40.39
2012-08-22,29.28,40.41
2012-08-23,28.92,40.04
2012-08-24,28.87,40.05
2012-08-27,29.04,39.64
2012-08-28,29.16,39.56
2012-08-29,28.99,39.37
2012-08-30,28.52,38.91
2012-08-31,28.98,39.28
2012-09-04,29.13,39.06
2012-09-05,29.09,38.86
2012-09-06,30.17,39.72
2012-09-07,30.76,40.64
