year,month,day,rate1y,rate3y
1962,1,5,3.24,3.7
1962,1,12,3.32,3.75
1962,1,19,3.29,3.8
1962,1,26,3.26,3.77
1962,2,2,3.29,3.8
1962,2,9,3.29,3.76
1962,2,16,3.31,3.71
1962,2,23,3.29,3.65
1962,3,2,3.2,3.52
1962,3,9,3.15,3.52
1962,3,16,3.1,3.52
1962,3,23,2.99,3.37
1962,3,30,2.96,3.39
1962,4,6,2.91,3.34
1962,4,13,2.97,3.38
1962,4,20,3,3.36
1962,4,27,3.06,3.43
1962,5,4,3.06,3.44
1962,5,11,3.01,3.38
1962,5,18,3.04,3.41
1962,5,25,3.03,3.42
1962,6,1,2.98,3.36
1962,6,8,2.96,3.34
1962,6,15,2.97,3.32
1962,6,22,3.04,3.39
1962,6,29,3.16,3.51
1962,7,6,3.22,3.59
1962,7,13,3.27,3.62
1962,7,20,3.33,3.64
1962,7,27,3.32,3.61
1962,8,3,3.3,3.59
1962,8,10,3.28,3.53
1962,8,17,3.21,3.46
1962,8,24,3.15,3.39
1962,8,31,3.11,3.4
1962,9,7,3.13,3.44
1962,9,14,3.06,3.42
1962,9,21,3.04,3.41
1962,9,28,3.03,3.37
1962,10,5,2.98,3.3
1962,10,12,2.99,3.32
1962,10,19,2.96,3.32
1962,10,26,2.98,3.36
1962,11,2,2.98,3.36
1962,11,9,2.98,3.36
1962,11,16,2.99,3.39
1962,11,23,3.01,3.42
1962,11,30,3.03,3.42
1962,12,7,3.02,3.42
1962,12,14,2.99,3.38
1962,12,21,3,3.34
1962,12,28,3.01,3.34
1963,1,4,3.04,3.39
1963,1,11,3.03,3.38
1963,1,18,3.01,3.36
1963,1,25,3.06,3.43
1963,2,1,3.05,3.42
1963,2,8,3,3.39
1963,2,15,3,3.39
1963,2,22,3.01,3.37
1963,3,1,3.03,3.41
1963,3,8,2.99,3.4
1963,3,15,3,3.4
1963,3,22,3.05,3.41
1963,3,29,3.1,3.45
1963,4,5,3.08,3.44
1963,4,12,3.1,3.46
1963,4,19,3.14,3.52
1963,4,26,3.13,3.54
1963,5,3,3.11,3.53
1963,5,10,3.09,3.52
1963,5,17,3.09,3.52
1963,5,24,3.12,3.53
1963,5,31,3.19,3.59
1963,6,7,3.23,3.63
1963,6,14,3.18,3.6
1963,6,21,3.19,3.61
1963,6,28,3.19,3.61
1963,7,5,3.29,3.68
1963,7,12,3.5,3.76
1963,7,19,3.55,3.78
1963,7,26,3.51,3.79
1963,8,2,3.49,3.76
1963,8,9,3.5,3.75
1963,8,16,3.53,3.77
1963,8,23,3.55,3.77
1963,8,30,3.58,3.79
1963,9,6,3.58,3.81
1963,9,13,3.57,3.81
1963,9,20,3.58,3.83
1963,9,27,3.56,3.82
1963,10,4,3.59,3.82
1963,10,11,3.61,3.84
1963,10,18,3.64,3.86
1963,10,25,3.69,3.89
1963,11,1,3.68,3.92
1963,11,8,3.75,3.96
1963,11,15,3.77,3.96
1963,11,22,3.73,3.94
1963,11,29,3.73,3.94
1963,12,6,3.78,3.97
1963,12,13,3.8,3.99
1963,12,20,3.83,4.04
1963,12,27,3.84,4.05
1964,1,3,3.84,4.06
1964,1,10,3.81,4.06
1964,1,17,3.79,4.04
1964,1,24,3.77,4.02
1964,1,31,3.78,4.01
1964,2,7,3.74,3.98
1964,2,14,3.75,3.98
1964,2,21,3.78,4
1964,2,28,3.86,4.04
1964,3,6,3.91,4.08
1964,3,13,3.9,4.09
1964,3,20,3.9,4.12
1964,3,27,3.94,4.19
1964,4,3,3.95,4.18
1964,4,10,3.93,4.16
1964,4,17,3.93,4.16
1964,4,24,3.89,4.14
1964,5,1,3.85,4.11
1964,5,8,3.86,4.08
1964,5,15,3.82,4.01
1964,5,22,3.84,4.04
1964,5,29,3.84,4.03
1964,6,5,3.84,4.02
1964,6,12,3.85,4.02
1964,6,19,3.85,4.02
1964,6,26,3.82,3.99
1964,7,3,3.79,3.96
1964,7,10,3.75,3.93
1964,7,17,3.67,3.91
1964,7,24,3.71,3.94
1964,7,31,3.7,3.93
1964,8,7,3.7,3.92
1964,8,14,3.74,3.94
1964,8,21,3.75,3.93
1964,8,28,3.77,3.94
1964,9,4,3.83,3.98
1964,9,11,3.86,4.02
1964,9,18,3.85,4.02
1964,9,25,3.82,4
1964,10,2,3.84,4.01
1964,10,9,3.86,4.03
1964,10,16,3.87,4.04
1964,10,23,3.87,4.02
1964,10,30,3.87,4.01
1964,11,6,3.86,4.01
1964,11,13,3.85,3.99
1964,11,20,3.86,4.01
1964,11,27,4.03,4.12
1964,12,4,4.07,4.12
1964,12,11,4.03,4.07
1964,12,18,3.99,4.06
1964,12,25,4.01,4.07
1965,1,1,4.01,4.08
1965,1,8,3.94,4.05
1965,1,15,3.94,4.03
1965,1,22,3.94,4.01
1965,1,29,3.94,4.03
1965,2,5,3.98,4.05
1965,2,12,4.02,4.08
1965,2,19,4.04,4.09
1965,2,26,4.08,4.11
1965,3,5,4.1,4.14
1965,3,12,4.08,4.16
1965,3,19,4.04,4.13
1965,3,26,4.04,4.11
1965,4,2,4.04,4.12
1965,4,9,4.04,4.11
1965,4,16,4.03,4.11
1965,4,23,4.04,4.13
1965,4,30,4.04,4.12
1965,5,7,4.03,4.1
1965,5,14,4.02,4.12
1965,5,21,4.03,4.12
1965,5,28,4.04,4.1
1965,6,4,4.03,4.1
1965,6,11,4.03,4.1
1965,6,18,4,4.09
1965,6,25,3.94,4.04
1965,7,2,3.96,4.06
1965,7,9,3.98,4.08
1965,7,16,3.98,4.09
1965,7,23,3.98,4.09
1965,7,30,4,4.1
1965,8,6,4.03,4.13
1965,8,13,4.05,4.15
1965,8,20,4.07,4.17
1965,8,27,4.1,4.18
1965,9,3,4.14,4.22
1965,9,10,4.15,4.23
1965,9,17,4.17,4.21
1965,9,24,4.22,4.24
1965,10,1,4.35,4.31
1965,10,8,4.29,4.3
1965,10,15,4.26,4.3
1965,10,22,4.29,4.34
1965,10,29,4.32,4.36
1965,11,5,4.37,4.44
1965,11,12,4.38,4.48
1965,11,19,4.36,4.45
1965,11,26,4.39,4.45
1965,12,3,4.41,4.51
1965,12,10,4.61,4.69
1965,12,17,4.73,4.83
1965,12,24,4.81,4.87
1965,12,31,4.91,4.95
1966,1,7,4.9,4.95
1966,1,14,4.87,4.87
1966,1,21,4.86,4.88
1966,1,28,4.87,4.91
1966,2,4,4.88,4.96
1966,2,11,4.92,5.01
1966,2,18,4.97,5.06
1966,2,25,4.99,5.06
1966,3,4,5.01,5.04
1966,3,11,5.01,5.02
1966,3,18,5,4.96
1966,3,25,4.92,4.91
1966,4,1,4.91,4.91
1966,4,8,4.87,4.83
1966,4,15,4.91,4.87
1966,4,22,4.9,4.9
1966,4,29,4.91,4.95
1966,5,6,4.93,4.98
1966,5,13,4.89,4.94
1966,5,20,4.9,4.96
1966,5,27,5,5.09
1966,6,3,5.03,5.08
1966,6,10,5.03,5.08
1966,6,17,4.99,5.01
1966,6,24,4.87,4.97
1966,7,1,4.96,5.14
1966,7,8,5.07,5.18
1966,7,15,5.2,5.29
1966,7,22,5.22,5.27
1966,7,29,5.21,5.29
1966,8,5,5.23,5.33
1966,8,12,5.33,5.44
1966,8,19,5.59,5.71
1966,8,26,5.79,5.99
1966,9,2,5.89,5.97
1966,9,9,5.8,5.78
1966,9,16,5.91,5.83
1966,9,23,5.88,5.91
1966,9,30,5.68,5.63
1966,10,7,5.62,5.51
1966,10,14,5.6,5.55
1966,10,21,5.58,5.48
1966,10,28,5.54,5.42
1966,11,4,5.54,5.48
1966,11,11,5.61,5.55
1966,11,18,5.59,5.58
1966,11,25,5.49,5.52
1966,12,2,5.45,5.47
1966,12,9,5.44,5.46
1966,12,16,5.2,5.22
1966,12,23,5.04,4.97
1966,12,30,5.01,4.94
1967,1,6,4.93,4.9
1967,1,13,4.77,4.8
1967,1,20,4.69,4.69
1967,1,27,4.69,4.69
1967,2,3,4.61,4.62
1967,2,10,4.63,4.65
1967,2,17,4.76,4.79
1967,2,24,4.83,4.83
1967,3,3,4.69,4.71
1967,3,10,4.56,4.62
1967,3,17,4.3,4.46
1967,3,24,4.2,4.34
1967,3,31,4.15,4.33
1967,4,7,4.11,4.3
1967,4,14,4.09,4.31
1967,4,21,4.11,4.39
1967,4,28,4.11,4.49
1967,5,5,4.13,4.53
1967,5,12,4.14,4.6
1967,5,19,4.15,4.62
1967,5,26,4.18,4.68
1967,6,2,4.19,4.58
1967,6,9,4.23,4.66
1967,6,16,4.45,4.93
1967,6,23,4.55,5.01
1967,6,30,4.79,5.06
1967,7,7,5,5.06
1967,7,14,4.94,5.01
1967,7,21,4.98,5.06
1967,7,28,5.1,5.11
1967,8,4,5.09,5.08
1967,8,11,5.13,5.18
1967,8,18,5.1,5.21
1967,8,25,5.14,5.33
1967,9,1,5.18,5.35
1967,9,8,5.17,5.34
1967,9,15,5.21,5.4
1967,9,22,5.27,5.45
1967,9,29,5.31,5.46
1967,10,6,5.3,5.44
1967,10,13,5.33,5.48
1967,10,20,5.41,5.54
1967,10,27,5.42,5.56
1967,11,3,5.49,5.66
1967,11,10,5.63,5.8
1967,11,17,5.61,5.73
1967,11,24,5.64,5.67
1967,12,1,5.64,5.66
1967,12,8,5.71,5.69
1967,12,15,5.7,5.71
1967,12,22,5.7,5.68
1967,12,29,5.74,5.74
1968,1,5,5.63,5.62
1968,1,12,5.46,5.49
1968,1,19,5.35,5.51
1968,1,26,5.37,5.54
1968,2,2,5.35,5.54
1968,2,9,5.43,5.62
1968,2,16,5.4,5.58
1968,2,23,5.41,5.61
1968,3,1,5.44,5.66
1968,3,8,5.47,5.72
1968,3,15,5.63,5.91
1968,3,22,5.66,5.81
1968,3,29,5.6,5.8
1968,4,5,5.5,5.58
1968,4,12,5.54,5.53
1968,4,19,5.72,5.74
1968,4,26,5.91,5.95
1968,5,3,6.01,5.99
1968,5,10,6.05,6.04
1968,5,17,6.13,6.13
1968,5,24,6.32,6.28
1968,5,31,6.15,6.05
1968,6,7,6.04,5.88
1968,6,14,6.04,5.87
1968,6,21,5.94,5.72
1968,6,28,5.92,5.79
1968,7,5,5.84,5.68
1968,7,12,5.7,5.57
1968,7,19,5.69,5.57
1968,7,26,5.5,5.41
1968,8,2,5.42,5.44
1968,8,9,5.38,5.41
1968,8,16,5.48,5.44
1968,8,23,5.47,5.44
1968,8,30,5.44,5.39
1968,9,6,5.43,5.36
1968,9,13,5.5,5.44
1968,9,20,5.43,5.37
1968,9,27,5.42,5.39
1968,10,4,5.46,5.44
1968,10,11,5.57,5.52
1968,10,18,5.57,5.52
1968,10,25,5.59,5.54
1968,11,1,5.66,5.56
1968,11,8,5.72,5.56
1968,11,15,5.75,5.57
1968,11,22,5.77,5.58
1968,11,29,5.76,5.59
1968,12,6,5.96,5.89
1968,12,13,6.02,6.02
1968,12,20,6.24,6.23
1968,12,27,6.51,6.44
1969,1,3,6.44,6.35
1969,1,10,6.49,6.37
1969,1,17,6.29,6.17
1969,1,24,6.22,6.1
1969,1,31,6.32,6.2
1969,2,7,6.41,6.26
1969,2,14,6.39,6.23
1969,2,21,6.41,6.35
1969,2,28,6.43,6.43
1969,3,7,6.44,6.49
1969,3,14,6.34,6.4
1969,3,21,6.31,6.36
1969,3,28,6.27,6.29
1969,4,4,6.25,6.26
1969,4,11,6.25,6.26
1969,4,18,6.25,6.22
1969,4,25,6.28,6.23
1969,5,2,6.29,6.35
1969,5,9,6.34,6.39
1969,5,16,6.42,6.46
1969,5,23,6.42,6.58
1969,5,30,6.58,6.68
1969,6,6,6.79,6.73
1969,6,13,7.09,6.76
1969,6,20,6.91,6.77
1969,6,27,7.26,6.99
1969,7,4,7.69,7.28
1969,7,11,7.68,7.3
1969,7,18,7.53,7.25
1969,7,25,7.53,7.36
1969,8,1,7.58,7.35
1969,8,8,7.48,7.23
1969,8,15,7.58,7.34
1969,8,22,7.45,7.24
1969,8,29,7.63,7.36
1969,9,5,7.74,7.5
1969,9,12,7.8,7.68
1969,9,19,7.81,7.81
1969,9,26,7.83,7.9
1969,10,3,7.97,8.07
1969,10,10,7.82,7.84
1969,10,17,7.6,7.49
1969,10,24,7.39,7.25
1969,10,31,7.54,7.4
1969,11,7,7.68,7.48
1969,11,14,7.8,7.61
1969,11,21,8.01,7.78
1969,11,28,8.04,7.71
1969,12,5,8.02,7.75
1969,12,12,8.16,8.05
1969,12,19,8.17,8.18
1969,12,26,8.21,8.24
1970,1,2,8.34,8.43
1970,1,9,8.18,8.35
1970,1,16,8,8.19
1970,1,23,8.04,8.13
1970,1,30,8.15,8.26
1970,2,6,7.94,8.05
1970,2,13,7.72,7.89
1970,2,20,7.43,7.7
1970,2,27,7.21,7.46
1970,3,6,7.05,7.23
1970,3,13,6.98,7.17
1970,3,20,7.03,7.23
1970,3,27,6.79,6.96
1970,4,3,6.86,7.1
1970,4,10,6.81,7.15
1970,4,17,6.87,7.32
1970,4,24,7.18,7.57
1970,5,1,7.65,7.81
1970,5,8,7.72,7.91
1970,5,15,7.78,7.94
1970,5,22,7.72,7.94
1970,5,29,7.78,7.97
1970,6,5,7.57,7.74
1970,6,12,7.58,7.84
1970,6,19,7.6,7.92
1970,6,26,7.5,7.86
1970,7,3,7.36,7.72
1970,7,10,7.23,7.59
1970,7,17,7.06,7.54
1970,7,24,7.02,7.53
1970,7,31,7.03,7.54
1970,8,7,7.07,7.54
1970,8,14,7.17,7.57
1970,8,21,7.02,7.47
1970,8,28,6.71,7.3
1970,9,4,6.83,7.33
1970,9,11,6.86,7.29
1970,9,18,6.78,7.11
1970,9,25,6.55,6.9
1970,10,2,6.6,6.97
1970,10,9,6.52,6.94
1970,10,16,6.43,6.94
1970,10,23,6.39,7.03
1970,10,30,6.3,6.92
1970,11,6,6.11,6.71
1970,11,13,5.87,6.57
1970,11,20,5.26,6.14
1970,11,27,5,5.73
1970,12,4,5.04,5.67
1970,12,11,5.09,5.69
1970,12,18,4.94,5.73
1970,12,25,4.95,5.86
1971,1,1,4.96,5.83
1971,1,8,4.98,5.92
1971,1,15,4.68,5.7
1971,1,22,4.35,5.45
1971,1,29,4.26,5.35
1971,2,5,4.17,5.31
1971,2,12,3.96,5.16
1971,2,19,3.71,4.95
1971,2,26,3.68,4.86
1971,3,5,3.72,4.78
1971,3,12,3.58,4.48
1971,3,19,3.6,4.33
1971,3,26,3.71,4.39
1971,4,2,3.95,4.6
1971,4,9,4.07,4.8
1971,4,16,4.26,5.15
1971,4,23,4.31,5.42
1971,4,30,4.65,5.64
1971,5,7,4.86,5.88
1971,5,14,4.96,5.94
1971,5,21,5.2,6.13
1971,5,28,5.12,5.92
1971,6,4,5.05,5.83
1971,6,11,5.4,6.15
1971,6,18,5.81,6.52
1971,6,25,5.86,6.45
1971,7,2,6.18,6.73
1971,7,9,6.06,6.69
1971,7,16,5.83,6.62
1971,7,23,6.03,6.79
1971,7,30,6.2,6.88
1971,8,6,6.21,6.83
1971,8,13,6.22,6.81
1971,8,20,5.51,5.96
1971,8,27,5.47,6.01
1971,9,3,5.34,5.83
1971,9,10,5.39,5.87
1971,9,17,5.47,5.93
1971,9,24,5.44,5.94
1971,10,1,5.33,5.83
1971,10,8,5.12,5.75
1971,10,15,4.9,5.54
1971,10,22,4.85,5.49
1971,10,29,4.66,5.39
1971,11,5,4.57,5.28
1971,11,12,4.69,5.35
1971,11,19,4.6,5.29
1971,11,26,4.76,5.47
1971,12,3,4.72,5.37
1971,12,10,4.67,5.31
1971,12,17,4.64,5.3
1971,12,24,4.61,5.3
1971,12,31,4.45,5.15
1972,1,7,4.41,5.17
1972,1,14,4.14,5.01
1972,1,21,4.22,5.1
1972,1,28,4.33,5.24
1972,2,4,4.4,5.32
1972,2,11,4.27,5.28
1972,2,18,4.16,5.19
1972,2,25,4.26,5.21
1972,3,3,4.28,5.24
1972,3,10,4.35,5.32
1972,3,17,4.8,5.69
1972,3,24,4.84,5.68
1972,3,31,5.02,5.79
1972,4,7,5.17,5.96
1972,4,14,5.12,5.95
1972,4,21,4.93,5.89
1972,4,28,4.64,5.71
1972,5,5,4.6,5.6
1972,5,12,4.66,5.61
1972,5,19,4.69,5.56
1972,5,26,4.61,5.46
1972,6,2,4.69,5.48
1972,6,9,4.85,5.55
1972,6,16,4.86,5.59
1972,6,23,4.96,5.69
1972,6,30,5.11,5.78
1972,7,7,5.08,5.78
1972,7,14,5.04,5.79
1972,7,21,4.91,5.78
1972,7,28,4.87,5.77
1972,8,4,4.82,5.73
1972,8,11,4.83,5.73
1972,8,18,4.84,5.74
1972,8,25,5.09,5.81
1972,9,1,5.39,5.98
1972,9,8,5.46,6.08
1972,9,15,5.51,6.08
1972,9,22,5.54,6.04
1972,9,29,5.6,6.05
1972,10,6,5.6,6.03
1972,10,13,5.53,6.04
1972,10,20,5.53,6.08
1972,10,27,5.44,6.04
1972,11,3,5.38,6.01
1972,11,10,5.27,5.95
1972,11,17,5.2,5.91
1972,11,24,5.25,5.93
1972,12,1,5.35,5.96
1972,12,8,5.44,5.96
1972,12,15,5.48,5.97
1972,12,22,5.57,6.04
1972,12,29,5.64,6.1
1973,1,5,5.7,6.15
1973,1,12,5.78,6.19
1973,1,19,5.89,6.25
1973,1,26,6.03,6.35
1973,2,2,6.15,6.48
1973,2,9,6.16,6.52
1973,2,16,6.04,6.49
1973,2,23,6.2,6.65
1973,3,2,6.43,6.74
1973,3,9,6.64,6.83
1973,3,16,6.9,6.9
1973,3,23,7.03,6.94
1973,3,30,7,6.81
1973,4,6,7.01,6.81
1973,4,13,6.82,6.7
1973,4,20,6.76,6.77
1973,4,27,6.79,6.82
1973,5,4,6.83,6.84
1973,5,11,6.77,6.81
1973,5,18,6.78,6.81
1973,5,25,7.03,6.86
1973,6,1,7.16,6.85
1973,6,8,7.22,6.79
1973,6,15,7.2,6.77
1973,6,22,7.29,6.81
1973,6,29,7.53,6.97
1973,7,6,8.05,7.21
1973,7,13,8.12,7.32
1973,7,20,8.41,7.53
1973,7,27,8.72,7.83
1973,8,3,8.9,8.07
1973,8,10,9.18,8.28
1973,8,17,8.89,7.96
1973,8,24,8.66,7.71
1973,8,31,8.5,7.48
1973,9,7,8.39,7.39
1973,9,14,8.59,7.51
1973,9,21,8.4,7.21
1973,9,28,7.87,6.92
1973,10,5,7.67,6.9
1973,10,12,7.43,6.77
1973,10,19,7.38,6.77
1973,10,26,7.21,6.78
1973,11,2,7.26,6.84
1973,11,9,7.73,7.11
1973,11,16,7.89,7.19
1973,11,23,7.48,6.95
1973,11,30,7.26,6.81
1973,12,7,7.45,6.91
1973,12,14,7.25,6.77
1973,12,21,7.08,6.73
1973,12,28,7.32,6.83
1974,1,4,7.32,6.85
1974,1,11,7.39,6.91
1974,1,18,7.49,6.96
1974,1,25,7.54,7.08
1974,2,1,7.23,6.94
1974,2,8,6.8,6.72
1974,2,15,6.81,6.69
1974,2,22,6.85,6.75
1974,3,1,7.11,6.92
1974,3,8,7.3,7.06
1974,3,15,7.43,7.15
1974,3,22,8.06,7.51
1974,3,29,8.35,7.74
1974,4,5,8.47,7.99
1974,4,12,8.58,8.04
1974,4,19,8.58,7.99
1974,4,26,8.71,8.08
1974,5,3,9,8.33
1974,5,10,9.19,8.55
1974,5,17,8.76,8.26
1974,5,24,8.46,8.09
1974,5,31,8.54,8.08
1974,6,7,8.63,8.1
1974,6,14,8.63,8.1
1974,6,21,8.6,8.1
1974,6,28,8.82,8.29
1974,7,5,9.04,8.46
1974,7,12,9,8.66
1974,7,19,8.61,8.37
1974,7,26,8.49,8.11
1974,8,2,9.03,8.59
1974,8,9,9.08,8.58
1974,8,16,9.09,8.56
1974,8,23,9.53,8.72
1974,8,30,9.83,8.77
1974,9,6,9.59,8.65
1974,9,13,9.09,8.52
1974,9,20,8.68,8.38
1974,9,27,8.41,8.18
1974,10,4,8.31,8.15
1974,10,11,7.97,7.99
1974,10,18,8.09,7.98
1974,10,25,7.89,7.91
1974,11,1,8,7.98
1974,11,8,7.8,7.81
1974,11,15,7.59,7.62
1974,11,22,7.55,7.49
1974,11,29,7.63,7.48
1974,12,6,7.55,7.43
1974,12,13,7.24,7.16
1974,12,20,7.1,7.07
1974,12,27,7.33,7.25
1975,1,3,7.29,7.33
1975,1,10,7.01,7.24
1975,1,17,7.02,7.29
1975,1,24,6.7,7.26
1975,1,31,6.44,7.08
1975,2,7,5.93,6.76
1975,2,14,6.07,6.75
1975,2,21,5.86,6.46
1975,2,28,6.08,6.62
1975,3,7,6.06,6.65
1975,3,14,6,6.67
1975,3,21,6.09,6.87
1975,3,28,6.24,7.02
1975,4,4,6.65,7.46
1975,4,11,6.97,7.74
1975,4,18,6.83,7.7
1975,4,25,7.02,7.9
1975,5,2,6.89,7.86
1975,5,9,6.61,7.59
1975,5,16,6.3,7.31
1975,5,23,6.21,7.22
1975,5,30,6.26,7.27
1975,6,6,6.2,7.18
1975,6,13,5.89,6.91
1975,6,20,6.2,7.07
1975,6,27,6.74,7.46
1975,7,4,6.92,7.58
1975,7,11,6.96,7.59
1975,7,18,6.97,7.65
1975,7,25,7.3,7.81
1975,8,1,7.38,7.94
1975,8,8,7.63,8.11
1975,8,15,7.73,8.19
1975,8,22,7.8,8.27
1975,8,29,7.71,8.09
1975,9,5,7.62,8.09
1975,9,12,7.7,8.32
1975,9,19,7.88,8.44
1975,9,26,7.75,8.23
1975,10,3,7.7,8.27
1975,10,10,7.25,8.03
1975,10,17,7,7.92
1975,10,24,6.73,7.65
1975,10,31,6.44,7.41
1975,11,7,6.3,7.3
1975,11,14,6.38,7.32
1975,11,21,6.58,7.59
1975,11,28,6.68,7.59
1975,12,5,6.75,7.55
1975,12,12,6.88,7.65
1975,12,19,6.65,7.44
1975,12,26,6.32,7.25
1976,1,2,6.18,7.12
1976,1,9,5.96,7.02
1976,1,16,5.77,6.94
1976,1,23,5.74,7
1976,1,30,5.68,6.98
1976,2,6,5.82,7
1976,2,13,5.82,7.11
1976,2,20,5.96,7.1
1976,2,27,6.02,7.05
1976,3,5,6.39,7.3
1976,3,12,6.23,7.16
1976,3,19,6.23,7.13
1976,3,26,6.06,7
1976,4,2,6.12,7.05
1976,4,9,5.96,6.88
1976,4,16,5.75,6.7
1976,4,23,5.84,6.74
1976,4,30,6.02,6.91
1976,5,7,6.09,7
1976,5,14,6.29,7.18
1976,5,21,6.54,7.38
1976,5,28,6.69,7.52
1976,6,4,6.69,7.45
1976,6,11,6.52,7.33
1976,6,18,6.48,7.28
1976,6,25,6.45,7.24
1976,7,2,6.46,7.27
1976,7,9,6.28,7.17
1976,7,16,6.12,7.03
1976,7,23,6.21,7.16
1976,7,30,6.11,7.06
1976,8,6,6.1,6.96
1976,8,13,6.02,6.86
1976,8,20,6,6.83
1976,8,27,5.93,6.81
1976,9,3,5.91,6.75
1976,9,10,5.89,6.71
1976,9,17,5.87,6.66
1976,9,24,5.76,6.61
1976,10,1,5.8,6.59
1976,10,8,5.63,6.33
1976,10,15,5.38,6.02
1976,10,22,5.41,6.15
1976,10,29,5.5,6.35
1976,11,5,5.45,6.31
1976,11,12,5.51,6.33
1976,11,19,5.33,6.11
1976,11,26,5.05,5.79
1976,12,3,4.92,5.65
1976,12,10,4.93,5.67
1976,12,17,4.91,5.69
1976,12,24,4.86,5.67
1976,12,31,4.87,5.71
1977,1,7,5.02,5.83
1977,1,14,5.22,6.2
1977,1,21,5.38,6.33
1977,1,28,5.5,6.48
1977,2,4,5.57,6.54
1977,2,11,5.4,6.39
1977,2,18,5.37,6.35
1977,2,25,5.54,6.51
1977,3,4,5.55,6.49
1977,3,11,5.52,6.5
1977,3,18,5.49,6.46
1977,3,25,5.49,6.44
1977,4,1,5.45,6.45
1977,4,8,5.43,6.45
1977,4,15,5.39,6.22
1977,4,22,5.41,6.23
1977,4,29,5.54,6.36
1977,5,6,5.67,6.49
1977,5,13,5.87,6.58
1977,5,20,5.93,6.57
1977,5,27,5.91,6.56
1977,6,3,5.86,6.49
1977,6,10,5.83,6.46
1977,6,17,5.8,6.35
1977,6,24,5.79,6.35
1977,7,1,5.72,6.32
1977,7,8,5.81,6.4
1977,7,15,5.88,6.47
1977,7,22,5.99,6.55
1977,7,29,6.08,6.61
1977,8,5,6.24,6.74
1977,8,12,6.34,6.81
1977,8,19,6.48,6.85
1977,8,26,6.42,6.78
1977,9,2,6.35,6.72
1977,9,9,6.41,6.75
1977,9,16,6.57,6.84
1977,9,23,6.55,6.86
1977,9,30,6.63,6.94
1977,10,7,6.79,6.97
1977,10,14,7.05,7.18
1977,10,21,7.07,7.28
1977,10,28,6.96,7.28
1977,11,4,7.05,7.32
1977,11,11,6.99,7.24
1977,11,18,6.92,7.17
1977,11,25,6.91,7.19
1977,12,2,6.91,7.22
1977,12,9,6.94,7.27
1977,12,16,6.94,7.27
1977,12,23,6.97,7.33
